,Country,Carbon,Methane,Nitrogen,FGas
10671,Cape Verde,0.0,0.47,0.0,0.0
10672,South Korea,0.0,0.32,0.0,0.0
10673,Kuwait,0.0,0.16,0.0,0.0
10674,Russia,0.0,0.14,0.0,0.0
10675,Timor-Leste,0.0,0.39,0.0,0.0
10676,Belgium,0.0,0.52,0.0,0.0
10677,Brazil,0.0,0.34,0.0,0.0
10678,Eritrea,0.0,0.46,0.0,0.0
10679,Libya,0.0,0.46,0.0,0.0
10680,Mongolia,0.0,0.39,0.0,0.0
10681,Namibia,0.0,0.73,0.0,0.0
10682,New Zealand,0.0,0.66,0.0,0.0
10683,Paraguay,0.0,0.21,0.0,0.0
10684,Uzbekistan,0.0,0.65,0.0,0.0
10685,Brunei,0.0,0.35,0.0,0.0
10686,Brunei,0.0,0.02,0.0,0.0
10687,Bhutan,0.0,0.53,0.0,0.0
10688,New Zealand,0.0,0.48,0.0,0.0
10689,Russia,0.0,0.16,0.0,0.0
10690,Eswatini,0.0,0.36,0.0,0.0
10691,Thailand,0.0,0.27,0.0,0.0
10692,Tajikistan,0.0,0.65,0.0,0.0
10693,Gabon,0.0,0.34,0.0,0.0
10694,Guyana,0.0,0.22,0.0,0.0
10695,Honduras,0.0,0.06,0.0,0.0
10696,Luxembourg,0.0,-2.63,0.0,0.0
10697,Netherlands,0.0,0.25,0.0,0.0
10698,El Salvador,0.0,0.38,0.0,0.0
10699,Turkmenistan,0.0,0.38,0.0,0.0
10700,Bosnia and Herzegovina,0.0,2.1,0.0,0.0
10701,Belarus,0.0,0.24,0.0,0.0
10702,Chile,0.0,0.33,0.0,0.0
10703,Democratic Republic of the Congo,0.0,0.34,0.0,0.0
10704,Mexico,0.0,0.27,0.0,0.0
10705,Norway,0.0,0.26,0.0,0.0
10706,Pakistan,0.0,0.15,0.0,0.0
10707,Qatar,0.0,0.32,0.0,0.0
10708,El Salvador,0.0,0.11,0.0,0.0
10709,Venezuela,0.0,0.31,0.0,0.0
10710,Angola,0.0,0.38,0.0,0.0
10711,Azerbaijan,0.0,0.68,0.0,0.0
10712,Belarus,0.0,0.24,0.0,0.0
10713,Bolivia,0.0,0.42,0.0,0.0
10714,Kyrgyzstan,0.0,0.22,0.0,0.0
10715,Saudi Arabia,0.0,0.25,0.0,0.0
10716,Uganda,0.0,0.28,0.0,0.0
10717,Ukraine,0.0,0.2,0.0,0.0
10718,Yemen,0.0,0.32,0.0,0.0
10719,Bulgaria,0.0,0.18,0.0,0.0
10720,Bhutan,0.0,-0.8,0.0,0.0
10721,Canada,0.0,0.5,0.0,0.0
10722,Chile,0.0,0.22,0.0,0.0
10723,Germany,0.0,0.09,0.0,0.0
10724,Dominican Republic,0.0,0.2,0.0,0.0
10725,Ethiopia,0.0,0.3,0.0,0.0
10726,Nicaragua,0.0,0.16,0.0,0.0
10727,Netherlands,0.0,31.31,0.0,0.0
10728,Norway,0.0,0.37,0.0,0.0
10729,Solomon Islands,0.0,0.23,0.0,0.0
10730,Chad,0.0,0.0,0.0,0.0
10731,Chad,0.0,0.0,0.0,0.0
10732,Barbados,0.0,0.27,0.0,0.0
10733,Cameroon,0.0,0.28,0.0,0.0
10734,Djibouti,0.0,0.21,0.0,0.0
10735,Spain,0.0,0.25,0.0,0.0
10736,Fiji,0.0,0.32,0.0,0.0
10737,United Kingdom,0.0,31.31,0.0,0.0
10738,Equatorial Guinea,0.0,0.19,0.0,0.0
10739,South Korea,0.0,1.09,0.0,0.0
10740,Latvia,0.0,0.07,0.0,0.0
10741,Maldives,0.0,0.19,0.0,0.0
10742,Macedonia,0.0,0.07,0.0,0.0
10743,Nicaragua,0.0,0.21,0.0,0.0
10744,Qatar,0.0,0.14,0.0,0.0
10745,Romania,0.0,0.25,0.0,0.0
10746,Venezuela,0.0,0.21,0.0,0.0
10747,Vanuatu,0.0,0.22,0.0,0.0
10748,Brunei,0.0,0.23,0.0,0.0
10749,Brunei,0.0,0.18,0.0,0.0
10750,European Union (27),0.0,0.1,0.0,0.0
10751,Fiji,0.0,0.1,0.0,0.0
10752,Ghana,0.0,0.17,0.0,0.0
10753,Croatia,0.0,0.02,0.0,0.0
10754,Iceland,0.0,0.25,0.0,0.0
10755,Italy,0.0,0.13,0.0,0.0
10756,Jamaica,0.0,-0.63,0.0,0.0
10757,Kuwait,0.0,0.07,0.0,0.0
10758,Singapore,0.0,0.12,0.0,0.0
10759,Slovenia,0.0,0.09,0.0,0.0
10760,Seychelles,0.0,0.12,0.0,0.0
10761,Trinidad and Tobago,0.0,0.14,0.0,0.0
10762,Uganda,0.0,0.03,0.0,0.0
10763,Uzbekistan,0.0,0.92,0.0,0.0
10764,Ethiopia,0.0,0.12,0.0,0.0
10765,European Union (27),0.0,0.23,0.0,0.0
10766,Fiji,0.0,0.14,0.0,0.0
10767,Gambia,0.0,0.18,0.0,0.0
10768,Guinea-Bissau,0.0,0.12,0.0,0.0
10769,Jamaica,0.0,0.18,0.0,0.0
10770,Cambodia,0.0,0.2,0.0,0.0
10771,Mauritius,0.0,0.06,0.0,0.0
10772,Namibia,0.0,-2.36,0.0,0.0
10773,Somalia,0.0,0.16,0.0,0.0
10774,Slovenia,0.0,0.0,0.0,0.0
10775,Chad,0.0,0.06,0.0,0.0
10776,Armenia,0.0,0.11,0.0,0.0
10777,Comoros,0.0,0.03,0.0,0.0
10778,Djibouti,0.0,-0.25,0.0,0.0
10779,Georgia,0.0,0.08,0.0,0.0
10780,Grenada,0.0,0.18,0.0,0.0
10781,Ireland,0.0,0.18,0.0,0.0
10782,Liberia,0.0,0.15,0.0,0.0
10783,Macedonia,0.0,0.03,0.0,0.0
10784,Philippines,0.0,0.1,0.0,0.0
10785,Thailand,0.0,31.31,0.0,0.0
10786,Uruguay,0.0,0.08,0.0,0.0
10787,Vietnam,0.0,0.04,0.0,0.0
10788,Iceland,0.0,0.14,0.0,0.0
10789,Liberia,0.0,0.13,0.0,0.0
10790,Oman,0.0,0.0,0.0,0.0
10791,Papua New Guinea,0.0,0.11,0.0,0.0
10792,Serbia,0.0,0.07,0.01,0.0
10793,Sweden,0.0,0.23,0.0,0.0
10794,Turkmenistan,0.0,0.04,0.0,0.0
10795,Ukraine,0.0,0.19,0.0,0.0
10796,Zambia,0.0,0.03,0.0,0.0
10797,Bahamas,0.0,0.14,0.0,0.0
10798,Cape Verde,0.0,0.2,0.0,0.0
10799,Germany,0.0,0.1,0.0,0.0
10800,Spain,0.0,0.14,0.0,0.0
10801,Estonia,0.0,0.06,0.0,0.0
10802,Fiji,0.0,-0.45,0.0,0.0
10803,Ghana,0.0,0.1,0.0,0.0
10804,Haiti,0.0,0.11,0.0,0.0
10805,Iceland,0.0,0.1,0.0,0.0
10806,Jordan,0.0,0.16,0.0,0.0
10807,Japan,0.0,0.05,0.0,0.0
10808,Lithuania,0.0,0.68,0.0,0.0
10809,Montenegro,0.0,0.05,0.0,0.0
10810,Mozambique,0.0,0.06,0.0,0.0
10811,Namibia,0.0,0.01,0.0,0.0
10812,Nepal,0.0,0.07,0.0,0.0
10813,Senegal,0.0,0.17,0.0,0.0
10814,Samoa,0.0,0.07,0.0,0.0
10815,Antigua and Barbuda,0.0,0.05,0.0,0.0
10816,Maldives,0.0,0.06,0.0,0.0
10817,Mongolia,0.0,0.1,0.01,0.0
10818,Mauritania,0.0,0.07,0.0,0.0
10819,Portugal,0.01,0.07,0.0,0.0
10820,Paraguay,0.0,0.09,0.01,0.0
10821,Somalia,0.0,0.08,0.0,0.0
10822,Democratic Republic of the Congo,0.0,0.02,0.0,0.0
10823,Germany,0.0,-0.05,0.0,0.0
10824,France,0.0,0.05,0.0,0.0
10825,Gambia,0.0,0.08,0.0,0.0
10826,Jamaica,0.0,0.01,0.0,0.0
10827,Jamaica,0.0,0.08,0.0,0.0
10828,South Korea,0.0,0.14,0.0,0.0
10829,Montenegro,3432.6,0.1,2234.66,0.0
10830,Saudi Arabia,3223.56,0.0,352.64,0.0
10831,Slovakia,2902.83,0.09,271.87,0.0
10832,Tanzania,648.56,0.05,209.43,0.0
10833,United States,585.94,0.03,211.23,0.0
10834,South Africa,445.26,0.03,177.82,0.0
10835,Benin,441.7,0.05,169.65,0.0
10836,Bahamas,484.4,0.47,155.23,0.0
10837,Côte d'Ivoire,315.6,0.02,75.99,0.0
10838,United Kingdom,295.72,0.05,88.24,0.0
10839,Japan,334.26,0.03,76.9,0.0
10840,Liberia,338.53,0.08,55.74,0.0
10841,Saint Lucia,216.08,0.02,46.68,0.0
10842,Madagascar,194.03,0.06,55.73,0.0
10843,Madagascar,133.0,0.06,100.54,0.0
10844,Mauritania,143.36,0.03,51.85,0.0
10845,Norway,141.55,0.34,52.42,0.0
10846,North Korea,108.3,0.06,39.45,0.0
10847,South Sudan,77.36,0.0,40.17,0.0
10848,South Sudan,77.06,0.05,38.3,0.0
10849,Cameroon,50.44,31.31,35.48,0.0
10850,Comoros,90.66,0.04,34.54,0.0
10851,Liberia,80.36,0.03,31.97,0.0
10852,Mali,79.42,0.02,26.39,0.0
10853,Mali,153.71,31.31,22.99,0.0
10854,Saint Vincent and the Grenadines,153.06,0.04,26.46,0.0
10855,Austria,77.72,0.04,27.95,0.0
10856,Belgium,76.71,0.03,28.32,0.0
10857,Djibouti,72.92,0.14,24.4,0.0
10858,Estonia,64.08,0.05,27.54,0.0
10859,Finland,63.95,0.04,18.25,0.0
10860,Indonesia,67.03,0.13,20.13,0.0
10861,Saint Kitts and Nevis,66.78,0.26,20.21,0.0
10862,South Korea,118.46,0.06,22.41,0.0
10863,Lebanon,59.88,0.07,18.08,0.0
10864,Madagascar,55.8,0.06,20.96,0.0
10865,Macedonia,58.82,0.03,16.89,0.0
10866,Malawi,55.61,0.03,18.33,0.0
10867,Malawi,67.75,0.03,18.59,0.0
10868,Palau,67.53,0.03,16.12,0.0
10869,Papua New Guinea,45.63,0.01,22.05,0.0
10870,South Sudan,42.84,-0.08,15.46,0.0
10871,Suriname,58.34,0.02,16.9,0.0
10872,Trinidad and Tobago,57.71,0.04,17.59,0.0
10873,Ukraine,41.12,0.03,19.05,0.0
10874,Bolivia,55.08,0.02,16.76,0.0
10875,Central African Republic,46.26,0.04,14.42,0.0
10876,Cyprus,49.61,0.02,14.56,0.0
10877,Czech Republic,32.81,0.03,14.21,0.0
10878,Finland,59.18,0.04,14.33,0.0
10879,Ireland,49.52,0.1,10.68,0.0
10880,Luxembourg,43.18,0.01,15.48,0.0
10881,Rwanda,46.15,0.02,10.94,0.0
10882,Chad,40.34,0.02,10.04,0.0
10883,Timor-Leste,31.63,0.03,12.84,0.0
10884,Albania,30.39,0.02,10.78,0.0
10885,Bolivia,42.64,0.16,12.66,0.0
10886,Brazil,40.17,0.02,12.04,0.0
10887,Cyprus,43.84,0.05,8.5,0.0
10888,Gabon,37.11,0.03,12.41,0.0
10889,Kyrgyzstan,31.98,0.06,9.24,0.0
10890,Lebanon,26.36,0.02,9.49,0.0
10891,Myanmar,40.84,0.02,8.28,0.0
10892,Montenegro,33.98,0.04,11.57,0.0
10893,Netherlands,25.88,-0.05,0.85,0.0
10894,Pakistan,25.1,0.03,8.71,0.0
10895,Qatar,37.4,0.04,8.86,0.0
10896,Singapore,24.66,0.03,10.92,0.0
10897,Somalia,28.64,0.01,11.99,0.0
10898,Sweden,31.18,31.31,8.46,0.0
10899,Tajikistan,23.22,0.0,7.06,0.0
10900,Turkmenistan,26.96,0.14,8.26,0.0
10901,Vietnam,24.38,0.08,8.12,0.0
10902,Armenia,28.09,0.04,9.05,0.0
10903,Antigua and Barbuda,29.12,0.01,8.89,0.0
10904,Australia,24.05,0.02,8.05,0.0
10905,Belize,22.49,31.31,8.67,0.0
10906,Canada,28.12,0.02,8.3,0.0
10907,China,23.85,0.02,6.94,0.0
10908,Dominican Republic,24.61,0.03,7.15,0.0
10909,Finland,17.64,0.03,7.8,0.0
10910,Honduras,25.76,0.0,7.99,0.0
10911,Lithuania,17.33,0.02,6.69,0.0
10912,Luxembourg,20.44,0.01,6.14,0.0
10913,Latvia,21.69,0.02,11.0,0.0
10914,Mali,21.45,0.0,10.42,0.0
10915,Myanmar,19.72,0.01,5.99,0.0
10916,Mongolia,21.3,0.01,6.61,0.0
10917,Netherlands,16.74,0.0,10.0,0.0
10918,Peru,20.27,0.01,6.86,0.0
10919,Sao Tome and Principe,21.11,0.01,5.71,0.0
10920,Vietnam,16.45,0.01,5.42,0.0
10921,Benin,14.54,0.01,6.42,0.0
10922,Benin,19.28,31.31,7.56,0.0
10923,Canada,18.02,0.01,4.61,0.0
10924,Republic of Congo,19.55,0.0,8.61,0.0
10925,Denmark,19.47,0.35,6.4,0.0
10926,Gabon,19.15,0.03,5.05,0.0
10927,Croatia,17.76,0.0,5.64,0.0
10928,Lithuania,15.11,0.01,5.02,0.0
10929,Mali,17.17,0.01,6.04,0.0
10930,Malta,14.99,0.01,5.2,0.0
10931,Montenegro,14.85,0.01,1.51,0.0
10932,Nigeria,13.83,0.0,5.44,0.0
10933,Philippines,17.5,0.0,5.67,0.0
10934,Slovenia,10.18,0.0,3.94,0.0
10935,Togo,16.73,0.0,4.39,0.0
10936,Togo,21.01,0.0,4.33,0.0
10937,Trinidad and Tobago,17.05,0.0,3.37,0.0
10938,Vanuatu,16.12,0.01,4.82,0.0
10939,Armenia,17.45,0.0,4.21,0.0
10940,Belize,14.73,0.0,5.93,0.0
10941,Botswana,17.36,0.0,5.22,0.0
10942,Switzerland,14.17,0.0,4.4,0.0
10943,China,15.28,0.0,2.69,0.0
10944,Algeria,14.23,0.0,4.26,0.0
10945,Croatia,12.26,0.0,4.73,0.0
10946,Jordan,11.4,0.03,4.02,0.0
10947,Mexico,16.12,0.0,4.29,0.0
10948,Mauritania,13.74,0.0,3.86,0.0
10949,Poland,15.89,0.05,3.7,0.0
10950,Paraguay,17.06,0.0,3.68,0.0
10951,Turkey,12.42,0.0,3.54,0.0
10952,Uruguay,11.94,0.0,3.68,0.0
10953,Uruguay,12.84,0.0,3.36,0.0
10954,Albania,10.65,0.0,3.75,0.0
10955,Burkina Faso,11.65,0.0,3.28,0.0
10956,Bosnia and Herzegovina,9.56,0.0,3.53,0.0
10957,Republic of Congo,12.46,0.0,3.08,0.0
10958,Germany,10.49,0.0,3.49,0.0
10959,Spain,11.94,0.05,4.29,0.0
10960,Spain,9.62,0.0,2.82,0.0
10961,Estonia,11.63,0.0,3.61,0.0
10962,Fiji,10.05,0.0,4.03,0.0
10963,France,11.38,0.0,2.84,0.0
10964,Gabon,11.32,0.0,3.14,0.0
10965,Kuwait,10.42,0.0,3.37,0.0
10966,New Zealand,13.04,0.0,5.89,0.0
10967,Paraguay,8.49,0.0,3.72,0.0
10968,Qatar,7.87,0.0,2.83,0.0
10969,Russia,11.66,0.0,3.23,0.0
10970,Saudi Arabia,9.17,0.0,3.03,0.0
10971,Slovakia,0.78,0.02,2.34,0.0
10972,Sweden,9.65,0.06,3.2,0.0
10973,Eswatini,8.92,31.31,2.43,0.0
10974,Tunisia,9.26,0.0,2.83,0.0
10975,Azerbaijan,8.94,0.0,2.95,0.0
10976,Canada,11.02,0.0,2.79,0.0
10977,Cyprus,9.53,0.0,2.59,0.0
10978,Egypt,9.04,0.0,2.76,0.0
10979,Micronesia,10.36,0.0,3.27,0.0
10980,Guinea-Bissau,9.24,0.0,2.57,0.0
10981,Jamaica,6.88,0.0,3.83,0.0
10982,South Korea,10.2,-0.01,2.82,0.0
10983,Marshall Islands,8.11,0.0,3.02,0.0
10984,Montenegro,8.43,0.0,3.01,0.0
10985,Niger,7.73,0.0,2.99,0.0
10986,United States,6.95,0.0,3.63,0.0
10987,Austria,15.14,0.0,1.01,0.0
10988,Bosnia and Herzegovina,15.04,0.0,2.56,0.0
10989,Dominica,8.24,0.0,2.55,0.0
10990,France,7.11,0.0,2.3,0.0
10991,Croatia,5.94,0.0,2.31,0.0
10992,Italy,6.04,0.0,2.15,0.0
10993,Italy,7.01,0.0,2.47,0.0
10994,Laos,6.89,0.0,2.04,0.0
10995,Laos,6.94,0.0,7.09,0.0
10996,Madagascar,6.75,0.0,2.07,0.0
10997,Niger,9.25,0.0,1.61,0.0
10998,Saudi Arabia,6.32,0.0,1.6,0.0
10999,Sierra Leone,6.35,0.0,2.22,0.0
11000,Slovenia,6.74,0.0,1.88,0.0
11001,Tunisia,5.6,0.0,1.59,0.0
11002,Samoa,5.76,0.0,1.98,0.0
11003,South Africa,7.25,0.0,1.57,0.0
11004,Albania,5.54,0.0,1.32,0.0
11005,Belgium,5.78,0.0,1.6,0.0
11006,Belize,5.97,0.0,1.8,0.0
11007,Botswana,5.02,0.0,1.82,0.0
11008,Cuba,6.07,0.0,2.04,0.0
11009,Denmark,9.19,0.0,1.97,0.0
11010,Greece,6.23,0.0,1.64,0.0
11011,Grenada,6.14,0.0,1.57,0.0
11012,Guyana,7.04,0.0,1.63,0.0
11013,Iran,7.01,0.0,1.53,0.0
11014,Latvia,6.1,0.0,1.67,0.0
11015,Morocco,5.95,0.0,1.26,0.0
11016,Moldova,6.77,0.0,1.55,0.0
11017,Mexico,5.42,0.0,1.45,0.0
11018,Mexico,5.4,0.0,1.3,0.0
11019,Thailand,4.6,0.0,4.88,0.0
11020,Tonga,3.06,0.0,2.0,0.0
11021,Zimbabwe,3.06,0.0,1.53,0.0
11022,Afghanistan,6.01,0.0,0.98,0.0
11023,Australia,5.84,0.0,2.43,0.0
11024,Barbados,5.23,0.0,1.31,0.0
11025,Chile,1.39,0.0,4.29,0.0
11026,Costa Rica,3.73,0.03,1.32,0.0
11027,Costa Rica,6.27,0.0,2.31,0.0
11028,Gambia,5.37,0.0,1.32,0.0
11029,India,4.89,0.0,1.4,0.0
11030,Saint Kitts and Nevis,5.24,-0.68,1.2,0.0
11031,South Korea,3.62,0.0,1.18,0.0
11032,Liechtenstein,4.54,0.0,1.39,0.0
11033,Lesotho,4.27,0.0,0.95,0.0
11034,Luxembourg,4.41,0.0,1.38,0.0
11035,Malawi,3.83,0.0,0.49,0.0
11036,Niger,3.8,0.0,0.55,0.0
11037,North Korea,4.78,0.0,1.78,0.0
11038,Rwanda,4.87,0.0,1.13,0.0
11039,Solomon Islands,4.34,0.0,1.35,0.0
11040,Sao Tome and Principe,3.95,0.0,1.17,0.0
11041,Thailand,4.49,0.0,1.7,0.0
11042,Bahrain,5.68,0.0,1.5,0.0
11043,Brazil,4.86,0.0,0.96,0.0
11044,Finland,4.18,0.0,1.2,0.0
11045,Iraq,4.84,0.0,1.04,0.0
11046,Kyrgyzstan,5.64,0.0,0.87,0.0
11047,Laos,5.64,0.0,1.1,0.0
11048,Lebanon,4.68,0.0,1.28,0.0
11049,Mongolia,4.76,0.0,0.55,0.0
11050,Niger,0.78,0.0,1.02,0.0
11051,Nigeria,0.72,-0.01,1.25,0.0
11052,Panama,6.14,-0.03,0.84,0.0
11053,Suriname,4.13,0.01,0.36,0.0
11054,Slovakia,5.27,-0.06,1.22,0.0
11055,Sweden,2.93,-0.08,0.91,0.0
11056,Sweden,3.98,-0.08,1.22,0.0
11057,Syria,4.63,-2.84,1.12,0.0
11058,Chad,4.03,-0.13,0.99,0.0
11059,Tajikistan,3.1,-0.4,0.98,0.0
11060,Vanuatu,6.0,-0.15,0.9,0.0
11061,Zimbabwe,3.43,-0.84,1.05,0.0
11062,Australia,3.91,-0.32,0.86,0.0
11063,Bulgaria,4.02,-0.24,0.8,0.0
11064,Chile,2.95,-6.06,0.83,0.0
11065,Colombia,2.16,-7.61,1.21,0.0
11066,Estonia,12.74,0.4,0.7,0.0
11067,Finland,3.47,-1.32,0.86,0.0
11068,France,12.67,-1.18,0.79,0.0
11069,Gabon,7.84,-3.72,0.73,0.0
11070,Georgia,3.94,-6.89,0.8,0.0
11071,Gambia,2.26,-2.85,0.91,0.0
11072,Haiti,3.93,-1.44,0.79,0.0
11073,India,3.5,-2.21,1.2,0.0
11074,Kazakhstan,2.24,-2.55,0.83,0.0
11075,Morocco,3.01,-2.65,0.78,0.0
11076,Mauritius,2.71,-2.24,0.81,0.0
11077,Malawi,3.71,-9.86,0.66,0.0
11078,New Zealand,2.53,-12.71,0.7,0.0
11079,Trinidad and Tobago,3.13,-0.74,0.68,0.0
11080,Turkey,2.59,-3.12,0.64,0.0
11081,Zimbabwe,2.82,3.88,0.69,0.0
11082,Afghanistan,2.89,-1.5,0.65,0.0
11083,United Arab Emirates,2.61,-3.64,0.86,0.0
11084,Austria,2.83,-7.07,0.61,0.0
11085,Burkina Faso,3.25,-7.27,1.42,0.0
11086,Republic of Congo,2.91,8.29,0.86,0.0
11087,Eritrea,1.71,-16.71,0.73,0.0
11088,Equatorial Guinea,2.65,-9.31,0.74,0.0
11089,Honduras,2.61,-14.28,1.02,0.0
11090,Liberia,3.9,-22.64,0.72,0.0
11091,Saint Lucia,2.28,-34.67,0.52,0.0
11092,Mexico,2.29,-7.86,0.12,0.0
11093,Malawi,2.47,-22.28,0.74,0.0
11094,Nicaragua,2.51,-18.96,0.82,0.0
11095,Pakistan,2.21,-16.41,0.39,0.0
11096,Poland,2.73,-285.12,0.54,0.0
11097,Qatar,1.54,29.41,0.54,0.0
11098,Saudi Arabia,2.67,-59.67,0.57,0.0
11099,Senegal,2.85,-29.21,0.31,0.0
11100,Serbia,1.83,-49.5,0.47,0.0
11101,Togo,2.22,-27.08,0.46,0.0
11102,Tajikistan,1.58,-12.11,0.42,0.0
11103,Venezuela,1.58,-64.83,0.47,0.0
11104,Burkina Faso,2.2,-50.46,0.83,0.0
11105,Bulgaria,2.31,-81.35,0.45,0.0
11106,Colombia,2.24,-61.1,0.55,0.0
11107,Dominican Republic,2.84,-418.98,0.54,0.0
11108,Eritrea,1.05,-575.22,0.55,0.0
11109,Spain,1.58,-687.66,0.09,0.0
11110,United Kingdom,1.67,-710.17,0.55,0.0
11111,Honduras,2.04,1.85,0.58,0.0
11112,Liberia,2.07,31.31,0.54,0.0
11113,Latvia,1.36,31.31,0.31,0.0
11114,Moldova,1.72,31.31,0.52,0.0
11115,Namibia,1.57,0.0,0.38,0.0
11116,Panama,1.59,0.0,0.41,0.0
11117,Philippines,2.55,0.0,0.59,0.0
11118,El Salvador,1.93,0.0,0.45,0.0
11119,Suriname,1.48,0.0,0.34,0.0
11120,Turkey,1.9,0.0,0.63,0.0
11121,Ukraine,1.58,0.0,0.54,0.0
11122,Venezuela,1.48,0.0,0.6,0.0
11123,Samoa,4.84,0.0,0.45,0.0
11124,Australia,2.05,0.0,0.44,0.0
11125,Burkina Faso,1.2,0.0,0.32,0.0
11126,Bahrain,1.34,0.0,0.42,0.0
11127,Brunei,1.31,0.0,0.43,0.0
11128,Bhutan,1.47,0.0,0.51,0.0
11129,Republic of Congo,1.42,0.0,0.52,0.0
11130,Colombia,1.01,0.0,0.79,0.0
11131,Comoros,1.15,0.0,0.44,0.0
11132,Costa Rica,1.55,0.0,0.6,0.0
11133,Egypt,1.52,0.0,0.44,0.0
11134,Iran,4.48,0.0,0.41,0.0
11135,Israel,1.65,0.0,0.32,0.0
11136,Liberia,1.63,0.0,0.34,0.0
11137,Sri Lanka,1.64,0.0,0.4,0.0
11138,Moldova,1.82,0.0,0.43,0.0
11139,Mexico,1.28,0.0,0.2,0.0
11140,Montenegro,1.77,0.0,0.36,0.0
11141,Malawi,0.99,0.0,0.21,0.0
11142,Netherlands,1.51,0.0,0.74,0.0
11143,Panama,1.55,0.0,0.31,0.0
11144,Poland,2.12,0.0,0.41,0.0
11145,Sierra Leone,0.98,0.0,0.37,0.0
11146,South Sudan,0.99,0.0,0.39,0.0
11147,Suriname,0.42,0.0,0.34,0.0
11148,Eswatini,1.36,0.0,0.42,0.0
11149,Trinidad and Tobago,1.96,0.0,0.38,0.0
11150,Uganda,0.51,0.0,0.38,0.0
11151,Uganda,1.12,0.0,0.4,0.0
11152,Ukraine,1.3,0.0,0.35,0.0
11153,South Africa,1.56,0.0,0.26,0.0
11154,South Africa,0.89,0.0,0.03,0.0
11155,Burundi,0.79,0.0,0.34,0.0
11156,Belgium,1.18,0.0,0.38,0.0
11157,Belize,1.0,0.0,0.38,0.0
11158,Belize,1.09,0.0,0.33,0.0
11159,Botswana,1.31,0.0,0.4,0.0
11160,Chile,1.35,0.0,0.31,0.0
11161,Chile,0.81,0.0,0.67,0.0
11162,Côte d'Ivoire,1.16,0.0,0.34,0.0
11163,Republic of Congo,1.04,0.0,0.85,0.0
11164,Cook Islands,1.15,0.0,0.3,0.0
11165,Denmark,1.05,0.0,0.35,0.0
11166,Egypt,0.97,0.0,0.34,0.0
11167,Spain,1.11,0.0,0.31,0.0
11168,Estonia,1.22,0.0,0.28,0.0
11169,Fiji,0.33,0.0,1.0,0.0
11170,Georgia,1.26,0.0,0.33,0.0
11171,Greece,1.03,0.0,0.46,0.0
11172,Guatemala,0.74,0.0,0.27,0.0
11173,Guyana,0.9,0.0,0.26,0.0
11174,Hungary,1.35,0.0,0.31,0.0
11175,Kazakhstan,1.12,0.0,0.23,0.0
11176,Kiribati,0.59,0.0,0.29,0.0
11177,Liberia,0.85,0.0,0.13,0.0
11178,Mexico,1.12,0.0,0.25,0.0
11179,Malawi,1.09,0.0,0.27,0.0
11180,Netherlands,0.86,0.0,0.28,0.0
11181,Nepal,0.92,0.0,0.28,0.0
11182,Palau,0.85,0.0,0.47,0.0
11183,Romania,0.85,0.0,0.26,0.0
11184,Solomon Islands,0.37,0.0,0.29,0.0
11185,El Salvador,0.51,0.0,0.3,0.0
11186,Eswatini,1.14,0.0,0.26,0.0
11187,Eswatini,0.85,0.0,0.3,0.0
11188,Chad,1.48,0.0,0.25,0.0
11189,Saint Vincent and the Grenadines,1.02,0.0,0.19,0.0
11190,Vietnam,0.91,0.0,0.27,0.0
11191,Yemen,0.77,0.0,0.3,0.0
11192,South Africa,0.58,0.0,0.31,0.0
11193,Argentina,0.57,0.0,0.28,0.0
11194,Argentina,0.96,0.0,0.21,0.0
11195,Austria,0.75,0.0,0.27,0.0
11196,Bangladesh,0.9,0.0,0.27,0.0
11197,Bahamas,0.87,0.0,0.26,0.0
11198,Belarus,0.61,0.0,0.18,0.0
11199,Canada,0.73,0.0,0.23,0.0
11200,Chile,0.83,0.0,0.3,0.0
11201,Chile,0.24,0.0,0.2,0.0
11202,China,0.64,0.0,0.53,0.0
11203,Colombia,0.56,0.0,0.18,0.0
11204,Costa Rica,0.49,0.0,0.25,0.0
11205,France,0.76,0.0,0.25,0.0
11206,Gabon,0.66,0.0,0.25,0.0
11207,United Kingdom,0.79,0.0,0.23,0.0
11208,United Kingdom,0.78,0.0,0.18,0.0
11209,Guinea,0.65,0.0,0.27,0.0
11210,Guinea-Bissau,0.69,0.0,0.19,0.0
11211,Greece,0.68,0.0,0.22,0.0
11212,Haiti,0.46,0.0,0.25,0.0
11213,Iran,1.11,0.0,0.21,0.0
11214,Iran,0.65,0.0,0.11,0.0
11215,Israel,0.66,0.0,0.23,0.0
11216,Jamaica,0.81,0.0,0.22,0.0
11217,Lesotho,0.63,0.0,0.2,0.0
11218,Moldova,0.53,0.0,0.39,0.0
11219,Madagascar,0.66,0.0,0.21,0.0
11220,Macedonia,0.63,0.0,0.15,0.0
11221,Malaysia,0.49,0.0,0.19,0.0
11222,Nigeria,0.54,0.0,0.19,0.0
11223,North Korea,0.58,0.0,0.17,0.0
11224,Portugal,0.42,0.0,0.21,0.0
11225,Russia,0.17,0.0,0.58,0.0
11226,Somalia,0.62,0.0,0.21,0.0
11227,Togo,0.5,0.0,0.13,0.0
11228,Ukraine,0.08,0.0,0.16,0.0
11229,South Africa,0.6,0.0,0.24,0.0
11230,Albania,0.48,0.0,0.13,0.0
11231,Andorra,0.48,0.0,0.17,0.0
11232,United Arab Emirates,0.38,0.0,0.16,0.0
